PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,Transported,Side,Deck,Cabin_number,Dépense_totale
1673_01,Earth,False,55 Cancri e,16.0,False,False,P,F,330.0,898.0
1674_01,Earth,True,PSO J318.5-22,20.0,False,False,S,G,260.0,0.0
1676_01,Earth,True,TRAPPIST-1e,26.0,False,False,P,G,270.0,0.0
1677_01,Earth,False,TRAPPIST-1e,19.0,False,False,P,E,103.0,
1681_01,Earth,False,TRAPPIST-1e,34.0,False,False,S,G,261.0,883.0
1682_01,Mars,True,TRAPPIST-1e,38.0,False,True,P,F,331.0,0.0
1685_01,Earth,False,55 Cancri e,51.0,False,False,,,,615.0
1685_02,Earth,False,55 Cancri e,7.0,False,False,P,G,272.0,0.0
1685_03,Earth,True,TRAPPIST-1e,3.0,False,True,P,G,272.0,0.0
1687_01,Mars,False,TRAPPIST-1e,26.0,True,False,P,F,334.0,1416.0
1688_01,Earth,False,TRAPPIST-1e,27.0,False,False,S,E,124.0,787.0
1688_02,Earth,True,TRAPPIST-1e,7.0,False,False,,,,
1688_03,Earth,True,TRAPPIST-1e,19.0,False,True,S,G,262.0,
1690_01,Earth,False,TRAPPIST-1e,28.0,False,False,P,F,335.0,873.0
1691_01,Mars,False,TRAPPIST-1e,27.0,False,False,S,F,321.0,5871.0
1694_01,Earth,True,PSO J318.5-22,31.0,False,True,S,G,263.0,
1695_01,Earth,False,TRAPPIST-1e,26.0,False,False,S,G,264.0,783.0
1696_01,Europa,False,TRAPPIST-1e,43.0,False,False,P,B,55.0,16535.0
1697_01,Earth,False,TRAPPIST-1e,23.0,,False,P,G,274.0,786.0
1698_01,,True,PSO J318.5-22,14.0,False,True,S,E,125.0,0.0
1699_01,Earth,False,55 Cancri e,47.0,False,True,P,F,336.0,642.0
1700_01,Europa,True,TRAPPIST-1e,17.0,False,True,S,B,74.0,0.0
1700_02,Europa,False,TRAPPIST-1e,64.0,False,False,S,B,74.0,6826.0
1704_01,Mars,False,TRAPPIST-1e,13.0,False,False,S,D,60.0,1802.0
1704_02,Mars,False,55 Cancri e,18.0,False,True,S,D,60.0,1766.0
1705_01,Mars,False,TRAPPIST-1e,29.0,True,False,S,E,126.0,0.0
1708_01,Earth,False,PSO J318.5-22,70.0,False,False,P,F,338.0,1296.0
1709_01,Mars,False,TRAPPIST-1e,23.0,False,False,S,F,326.0,1325.0
1709_02,Mars,False,TRAPPIST-1e,23.0,False,True,S,D,61.0,2299.0
1709_03,Mars,False,TRAPPIST-1e,35.0,False,False,,,,1338.0
1709_04,Mars,False,TRAPPIST-1e,17.0,False,False,S,E,127.0,1896.0
1709_05,Mars,True,TRAPPIST-1e,26.0,False,True,S,F,326.0,0.0
1709_06,Mars,False,TRAPPIST-1e,15.0,False,False,S,D,61.0,3461.0
1709_07,Mars,False,TRAPPIST-1e,19.0,False,False,S,F,326.0,1687.0
1710_01,Earth,True,PSO J318.5-22,20.0,False,True,P,G,276.0,0.0
1711_01,Earth,,TRAPPIST-1e,51.0,False,False,S,F,327.0,2414.0
1712_01,Mars,,TRAPPIST-1e,17.0,False,False,P,F,339.0,1119.0
1712_02,Mars,False,TRAPPIST-1e,27.0,False,False,P,F,339.0,2598.0
1713_01,Earth,False,TRAPPIST-1e,43.0,False,False,P,G,277.0,812.0
1714_01,Earth,False,TRAPPIST-1e,5.0,False,False,S,G,265.0,0.0
1715_01,Earth,True,TRAPPIST-1e,17.0,False,False,S,G,266.0,0.0
1717_01,Earth,False,TRAPPIST-1e,40.0,False,True,P,E,105.0,1522.0
1717_02,Earth,False,TRAPPIST-1e,38.0,False,False,P,E,105.0,1683.0
1718_01,Earth,True,TRAPPIST-1e,20.0,False,True,,,,0.0
1719_01,Earth,True,TRAPPIST-1e,13.0,False,False,P,G,278.0,
1721_01,Earth,False,TRAPPIST-1e,15.0,False,False,P,F,341.0,1001.0
1723_01,Earth,False,TRAPPIST-1e,15.0,,False,S,E,128.0,987.0
1724_01,Europa,False,55 Cancri e,59.0,False,True,S,A,21.0,1675.0
1725_01,Earth,False,TRAPPIST-1e,24.0,False,False,S,F,328.0,804.0
1727_01,Mars,True,,,False,True,P,F,342.0,0.0
1727_02,Mars,False,55 Cancri e,52.0,False,False,P,D,54.0,2699.0
1728_01,Earth,False,TRAPPIST-1e,38.0,False,False,P,G,280.0,883.0
1729_01,Earth,False,TRAPPIST-1e,26.0,False,True,P,F,343.0,1088.0
1730_01,Earth,False,55 Cancri e,17.0,False,True,P,E,106.0,863.0
1731_01,Earth,True,PSO J318.5-22,17.0,False,True,P,G,281.0,0.0
1731_02,Earth,False,55 Cancri e,20.0,False,True,P,G,281.0,809.0
1733_01,Earth,False,TRAPPIST-1e,15.0,False,False,P,F,344.0,1444.0
1734_01,Earth,True,TRAPPIST-1e,30.0,False,True,P,G,283.0,0.0
1736_01,Earth,True,PSO J318.5-22,22.0,False,False,P,G,284.0,0.0
1738_01,Earth,False,TRAPPIST-1e,18.0,False,False,S,E,129.0,
1738_02,Earth,True,55 Cancri e,22.0,False,True,S,G,268.0,0.0
1739_01,Earth,True,PSO J318.5-22,20.0,False,True,S,G,269.0,0.0
1740_01,Earth,False,TRAPPIST-1e,22.0,False,False,S,G,270.0,785.0
1742_01,Mars,False,PSO J318.5-22,34.0,True,False,P,D,55.0,914.0
1745_01,Europa,False,TRAPPIST-1e,28.0,False,False,S,E,130.0,7595.0
1746_01,Mars,True,TRAPPIST-1e,50.0,False,True,S,F,331.0,0.0
1747_01,Earth,False,55 Cancri e,19.0,False,True,S,G,271.0,509.0
1748_01,Earth,False,TRAPPIST-1e,21.0,False,False,P,G,287.0,809.0
1748_02,Earth,False,TRAPPIST-1e,0.0,False,False,P,G,287.0,0.0
1748_03,Earth,False,TRAPPIST-1e,4.0,False,True,P,G,287.0,0.0
1749_01,Earth,True,PSO J318.5-22,59.0,False,False,P,G,288.0,0.0
1752_01,Earth,False,55 Cancri e,15.0,False,True,S,F,333.0,1315.0
1753_01,Earth,True,TRAPPIST-1e,24.0,False,True,S,G,272.0,0.0
1755_01,Earth,True,TRAPPIST-1e,26.0,False,False,S,G,273.0,0.0
1757_01,Earth,False,TRAPPIST-1e,67.0,False,False,S,F,334.0,900.0
1758_01,Earth,False,TRAPPIST-1e,55.0,False,False,S,G,274.0,908.0
1760_01,Earth,False,TRAPPIST-1e,50.0,False,False,S,F,336.0,803.0
1761_01,Earth,False,55 Cancri e,23.0,False,False,P,F,347.0,702.0
1762_01,Earth,False,PSO J318.5-22,21.0,False,True,S,E,132.0,2427.0
1762_02,Earth,False,,15.0,False,False,S,G,275.0,
1763_01,Europa,False,TRAPPIST-1e,41.0,False,True,S,E,133.0,3299.0
1764_01,Mars,True,TRAPPIST-1e,59.0,False,True,S,F,337.0,0.0
1764_02,Mars,False,TRAPPIST-1e,18.0,False,False,S,E,134.0,0.0
1766_01,Earth,False,55 Cancri e,21.0,False,False,S,F,338.0,1445.0
1767_01,Europa,True,55 Cancri e,14.0,False,True,S,C,65.0,0.0
1767_02,Europa,False,TRAPPIST-1e,50.0,False,True,S,C,65.0,5633.0
1767_03,Europa,False,TRAPPIST-1e,32.0,False,True,S,C,65.0,6564.0
1767_04,Europa,True,TRAPPIST-1e,46.0,False,True,S,C,65.0,0.0
1768_01,Earth,False,TRAPPIST-1e,,False,False,S,G,276.0,756.0
1769_01,Mars,True,TRAPPIST-1e,58.0,False,True,S,F,339.0,0.0
1770_01,Europa,True,55 Cancri e,15.0,False,True,S,B,75.0,0.0
1771_01,Earth,False,TRAPPIST-1e,35.0,False,True,P,G,291.0,
1772_01,Mars,False,TRAPPIST-1e,30.0,False,False,P,F,348.0,1308.0
1774_01,Mars,True,TRAPPIST-1e,30.0,False,True,S,E,135.0,0.0
1775_01,Earth,False,TRAPPIST-1e,43.0,False,True,S,G,277.0,884.0
1776_01,Earth,False,TRAPPIST-1e,21.0,False,False,S,G,278.0,809.0
1778_01,Earth,True,PSO J318.5-22,15.0,False,False,S,G,279.0,0.0
1779_01,Earth,False,55 Cancri e,37.0,False,True,P,F,349.0,778.0
1781_01,Europa,False,55 Cancri e,28.0,False,True,S,C,66.0,11038.0
1782_01,Earth,True,TRAPPIST-1e,28.0,False,False,,,,0.0
1782_02,Earth,False,TRAPPIST-1e,40.0,,False,S,F,341.0,
1783_01,Earth,False,55 Cancri e,42.0,False,False,S,G,281.0,619.0
1783_02,Earth,True,PSO J318.5-22,21.0,False,False,S,G,281.0,
1785_01,Mars,True,55 Cancri e,31.0,False,False,P,E,107.0,
1786_01,Earth,False,TRAPPIST-1e,51.0,False,False,S,F,342.0,794.0
1792_01,Mars,False,TRAPPIST-1e,73.0,False,False,P,F,352.0,1308.0
1796_01,Europa,True,TRAPPIST-1e,26.0,,True,S,C,67.0,0.0
1797_01,Europa,True,55 Cancri e,33.0,False,True,P,B,57.0,0.0
1798_01,Earth,False,TRAPPIST-1e,39.0,False,False,S,E,137.0,790.0
1799_01,Earth,False,TRAPPIST-1e,19.0,,False,P,G,295.0,908.0
1800_01,Earth,False,55 Cancri e,12.0,False,True,S,G,283.0,0.0
1800_02,Earth,True,55 Cancri e,10.0,False,False,S,G,283.0,0.0
1800_03,Earth,True,TRAPPIST-1e,0.0,False,False,S,G,283.0,0.0
1800_04,Earth,False,TRAPPIST-1e,0.0,False,True,S,G,283.0,0.0
1800_05,Earth,True,TRAPPIST-1e,1.0,False,True,S,G,283.0,0.0
1802_01,Earth,False,TRAPPIST-1e,33.0,False,False,P,E,109.0,790.0
1803_01,Earth,False,55 Cancri e,23.0,False,False,P,F,354.0,722.0
1804_01,Mars,True,TRAPPIST-1e,5.0,False,True,P,F,355.0,0.0
1805_01,Earth,True,TRAPPIST-1e,24.0,False,True,S,G,284.0,0.0
1806_01,Mars,False,TRAPPIST-1e,26.0,False,False,S,E,138.0,0.0
1807_01,Europa,False,55 Cancri e,30.0,False,False,P,B,58.0,7911.0
1808_01,Earth,False,TRAPPIST-1e,33.0,False,False,S,F,346.0,803.0
1810_01,Mars,False,TRAPPIST-1e,56.0,False,False,P,F,356.0,7406.0
1811_01,Earth,True,PSO J318.5-22,25.0,False,True,S,G,285.0,0.0
1811_02,Earth,False,TRAPPIST-1e,,,False,S,F,347.0,948.0
1812_01,,False,TRAPPIST-1e,25.0,False,True,P,F,357.0,1003.0
1813_01,Earth,False,55 Cancri e,18.0,False,False,P,F,358.0,717.0
1816_01,Europa,False,TRAPPIST-1e,60.0,True,True,S,C,68.0,2943.0
1816_02,Europa,False,TRAPPIST-1e,41.0,False,True,S,C,68.0,2364.0
1817_01,Earth,False,PSO J318.5-22,16.0,False,False,S,F,349.0,670.0
1818_01,Earth,True,TRAPPIST-1e,17.0,False,True,P,G,297.0,0.0
1821_01,Earth,False,TRAPPIST-1e,26.0,False,False,P,G,298.0,
1822_01,Earth,False,TRAPPIST-1e,31.0,False,True,P,G,299.0,813.0
1823_01,,False,TRAPPIST-1e,67.0,False,True,,,,898.0
1826_01,Earth,False,55 Cancri e,16.0,False,False,S,F,351.0,
1827_01,Earth,False,55 Cancri e,24.0,False,False,S,F,352.0,578.0
1828_01,Earth,False,,19.0,False,True,P,F,361.0,2214.0
1829_01,Europa,False,55 Cancri e,48.0,False,True,P,D,56.0,
1829_02,Europa,False,TRAPPIST-1e,30.0,False,True,P,D,56.0,6696.0
1829_03,Europa,False,TRAPPIST-1e,22.0,False,True,P,D,56.0,11126.0
1829_04,Europa,False,TRAPPIST-1e,28.0,True,True,P,D,56.0,6206.0
1829_05,Europa,True,55 Cancri e,23.0,False,True,P,D,56.0,0.0
1829_06,Europa,False,TRAPPIST-1e,29.0,False,False,P,D,56.0,2654.0
1831_01,Earth,True,TRAPPIST-1e,22.0,False,False,S,G,288.0,
1833_01,Europa,False,55 Cancri e,48.0,False,False,P,C,61.0,4890.0
1834_01,Mars,False,,26.0,False,True,S,F,354.0,1599.0
1836_01,Earth,False,TRAPPIST-1e,23.0,False,True,P,F,362.0,2858.0
1841_01,Earth,False,TRAPPIST-1e,55.0,False,False,P,F,365.0,1104.0
1843_01,Europa,False,TRAPPIST-1e,46.0,False,False,P,E,112.0,
1844_01,Earth,False,PSO J318.5-22,38.0,False,False,S,F,355.0,1381.0
1844_02,Earth,True,TRAPPIST-1e,2.0,False,True,S,G,289.0,0.0
1844_03,Earth,True,TRAPPIST-1e,3.0,False,True,S,G,289.0,0.0
1846_01,Earth,False,TRAPPIST-1e,20.0,False,False,P,F,366.0,804.0
1847_01,Earth,False,TRAPPIST-1e,65.0,False,False,S,G,290.0,
1848_01,Earth,False,TRAPPIST-1e,,False,False,S,G,291.0,846.0
1849_01,Earth,False,TRAPPIST-1e,25.0,False,False,P,F,367.0,1395.0
1850_01,Earth,False,PSO J318.5-22,54.0,False,False,S,F,356.0,573.0
1850_02,Earth,False,55 Cancri e,25.0,False,False,S,F,356.0,761.0
1853_01,Earth,True,TRAPPIST-1e,14.0,False,True,P,G,302.0,0.0
1854_01,Europa,False,55 Cancri e,53.0,False,True,S,A,22.0,14298.0
1855_01,Earth,True,TRAPPIST-1e,0.0,False,True,P,G,303.0,0.0
1855_02,Earth,False,TRAPPIST-1e,39.0,False,False,P,E,113.0,992.0
1856_01,Earth,False,TRAPPIST-1e,22.0,False,True,P,F,368.0,745.0
1857_01,Mars,False,55 Cancri e,31.0,False,False,S,D,63.0,829.0
1859_01,Mars,True,,24.0,False,True,S,F,357.0,0.0
1860_01,Europa,False,TRAPPIST-1e,35.0,True,False,P,A,13.0,3157.0
1860_02,Europa,False,55 Cancri e,35.0,False,False,P,A,13.0,4245.0
1861_01,Mars,True,TRAPPIST-1e,32.0,False,True,S,F,358.0,0.0
1861_02,Mars,False,TRAPPIST-1e,61.0,False,False,S,F,358.0,2475.0
1863_01,Earth,False,55 Cancri e,58.0,False,True,P,F,370.0,1095.0
1864_01,Mars,False,TRAPPIST-1e,26.0,False,False,S,D,64.0,
1865_01,Earth,True,TRAPPIST-1e,4.0,,False,S,G,292.0,0.0
1865_02,Earth,False,TRAPPIST-1e,1.0,False,False,S,G,292.0,0.0
1865_03,Earth,False,TRAPPIST-1e,8.0,False,True,S,G,292.0,0.0
1865_04,Earth,False,TRAPPIST-1e,7.0,False,False,S,G,292.0,
1865_05,Earth,,TRAPPIST-1e,25.0,False,False,S,G,292.0,1821.0
1865_06,,False,TRAPPIST-1e,6.0,False,False,S,G,292.0,0.0
1866_01,Earth,False,TRAPPIST-1e,29.0,False,False,P,F,371.0,865.0
1868_01,Mars,True,TRAPPIST-1e,64.0,False,True,P,F,372.0,0.0
1871_01,Europa,False,TRAPPIST-1e,31.0,,True,S,C,70.0,2207.0
1872_01,Mars,True,TRAPPIST-1e,25.0,False,False,S,E,139.0,0.0
1873_01,Earth,True,TRAPPIST-1e,30.0,False,True,S,G,293.0,
1874_01,Earth,True,TRAPPIST-1e,0.0,False,False,P,G,305.0,0.0
1874_02,Earth,,PSO J318.5-22,29.0,False,False,P,F,374.0,1965.0
1877_01,Earth,False,TRAPPIST-1e,37.0,False,False,P,G,306.0,888.0
1878_01,Earth,False,TRAPPIST-1e,49.0,False,False,P,F,375.0,724.0
1879_01,Europa,False,TRAPPIST-1e,36.0,False,False,P,D,58.0,3400.0
1880_01,Earth,False,55 Cancri e,20.0,False,False,P,F,376.0,607.0
1881_01,Earth,False,TRAPPIST-1e,20.0,False,True,P,F,377.0,2301.0
1882_01,Europa,,55 Cancri e,18.0,False,True,S,C,71.0,16350.0
1882_02,Europa,True,55 Cancri e,17.0,False,True,,,,0.0
1884_01,Mars,True,TRAPPIST-1e,48.0,False,False,S,E,140.0,0.0
1886_01,Earth,False,TRAPPIST-1e,26.0,False,False,S,E,141.0,790.0
1887_01,Earth,False,TRAPPIST-1e,35.0,False,False,S,G,295.0,852.0
1888_01,Earth,False,TRAPPIST-1e,30.0,False,True,S,F,361.0,873.0
1889_01,Earth,False,TRAPPIST-1e,22.0,False,False,P,F,378.0,724.0
1889_02,Earth,True,TRAPPIST-1e,5.0,False,False,P,G,307.0,0.0
1890_01,Earth,True,55 Cancri e,43.0,False,False,P,G,308.0,0.0
1891_01,Mars,True,TRAPPIST-1e,52.0,False,False,S,E,142.0,0.0
1892_01,Europa,False,TRAPPIST-1e,50.0,False,True,P,D,59.0,1854.0
1892_02,Europa,False,TRAPPIST-1e,29.0,False,True,,,,2315.0
1892_03,Europa,False,55 Cancri e,19.0,False,False,P,D,59.0,5987.0
1897_01,Europa,False,55 Cancri e,39.0,False,True,S,C,72.0,15295.0
1897_02,Europa,False,TRAPPIST-1e,38.0,False,True,S,C,72.0,2160.0
1898_01,Earth,True,55 Cancri e,21.0,False,False,S,G,296.0,
1899_01,Earth,False,PSO J318.5-22,25.0,False,False,S,G,297.0,452.0
1901_01,Europa,True,55 Cancri e,42.0,False,True,P,A,14.0,0.0
1901_02,Europa,True,55 Cancri e,36.0,False,True,P,A,14.0,0.0
1902_01,Earth,False,TRAPPIST-1e,19.0,False,False,S,G,298.0,1818.0
1903_01,Earth,True,TRAPPIST-1e,42.0,False,False,P,G,309.0,0.0
1905_01,Earth,False,55 Cancri e,40.0,False,False,S,F,364.0,2729.0
1906_01,Earth,True,TRAPPIST-1e,14.0,False,False,S,G,299.0,0.0
1907_01,Europa,False,TRAPPIST-1e,50.0,False,False,P,D,60.0,
1908_01,Mars,False,TRAPPIST-1e,18.0,False,False,P,E,115.0,2347.0
1911_01,Earth,False,TRAPPIST-1e,46.0,False,False,S,G,300.0,755.0
1915_01,Earth,False,TRAPPIST-1e,,False,False,P,E,116.0,792.0
1916_01,Europa,True,TRAPPIST-1e,15.0,False,True,P,D,61.0,0.0
1916_02,Europa,False,55 Cancri e,22.0,False,False,P,D,61.0,3349.0
1918_01,Europa,True,TRAPPIST-1e,0.0,False,False,S,A,23.0,0.0
1918_02,Europa,True,TRAPPIST-1e,52.0,False,True,S,A,23.0,0.0
1918_03,Europa,False,TRAPPIST-1e,38.0,False,True,S,A,23.0,3416.0
1920_01,Mars,False,TRAPPIST-1e,46.0,False,False,P,E,117.0,1021.0
1922_01,Earth,True,55 Cancri e,23.0,False,False,S,G,303.0,0.0
1923_01,Europa,False,TRAPPIST-1e,63.0,False,True,P,C,65.0,5180.0
1923_02,Europa,True,55 Cancri e,24.0,False,True,P,C,65.0,0.0
1925_01,Earth,True,TRAPPIST-1e,50.0,False,False,S,G,304.0,0.0
1926_01,,True,TRAPPIST-1e,20.0,False,False,S,G,305.0,0.0
1927_01,Mars,False,TRAPPIST-1e,55.0,False,False,S,D,66.0,2709.0
1928_01,Earth,False,PSO J318.5-22,21.0,False,True,S,E,144.0,661.0
1931_01,Europa,True,55 Cancri e,56.0,False,True,S,C,73.0,0.0
1933_01,Earth,False,TRAPPIST-1e,45.0,False,True,P,E,118.0,
1935_01,Earth,True,55 Cancri e,18.0,False,False,S,G,307.0,0.0
1937_01,Earth,False,TRAPPIST-1e,47.0,False,False,S,F,368.0,901.0
1938_01,Earth,False,TRAPPIST-1e,36.0,False,True,S,F,369.0,1735.0
1939_01,Mars,False,TRAPPIST-1e,57.0,True,False,P,F,385.0,1309.0
1939_02,Mars,False,TRAPPIST-1e,13.0,False,False,P,D,62.0,3090.0
1940_01,Mars,False,TRAPPIST-1e,27.0,False,False,P,F,386.0,1599.0
1941_01,Earth,False,TRAPPIST-1e,20.0,False,False,S,F,370.0,717.0
1942_01,Earth,False,TRAPPIST-1e,47.0,False,False,P,G,312.0,
1945_01,Earth,False,TRAPPIST-1e,15.0,False,False,P,E,120.0,787.0
1946_01,Earth,False,TRAPPIST-1e,34.0,False,False,P,G,313.0,784.0
1947_01,Earth,False,TRAPPIST-1e,21.0,False,False,S,F,372.0,949.0
1950_01,Earth,False,TRAPPIST-1e,51.0,False,False,S,F,374.0,1458.0
1952_01,Earth,False,TRAPPIST-1e,23.0,False,False,P,E,121.0,788.0
1953_01,Earth,False,TRAPPIST-1e,58.0,False,False,P,F,387.0,717.0
1956_01,Mars,False,TRAPPIST-1e,37.0,False,False,S,D,68.0,3899.0
1956_02,Mars,False,PSO J318.5-22,44.0,,True,S,D,68.0,787.0
1957_01,Earth,True,TRAPPIST-1e,25.0,False,False,S,G,309.0,0.0
1959_01,Europa,True,TRAPPIST-1e,15.0,False,True,P,C,66.0,0.0
1959_02,Europa,False,TRAPPIST-1e,40.0,False,False,P,C,66.0,4205.0
1959_03,Europa,False,55 Cancri e,29.0,False,True,P,C,66.0,5985.0
1960_01,Earth,True,TRAPPIST-1e,36.0,False,True,P,E,122.0,0.0
1960_02,Earth,False,PSO J318.5-22,21.0,False,True,P,E,122.0,681.0
1961_01,Earth,False,TRAPPIST-1e,35.0,False,True,P,G,315.0,927.0
1962_01,Earth,False,TRAPPIST-1e,24.0,False,False,P,F,390.0,1442.0
1962_02,Earth,False,55 Cancri e,2.0,False,False,P,G,316.0,0.0
1962_03,Earth,True,TRAPPIST-1e,0.0,False,True,P,G,316.0,
1963_01,Earth,False,TRAPPIST-1e,43.0,False,False,P,F,391.0,1217.0
1964_01,Europa,False,TRAPPIST-1e,63.0,False,False,S,C,74.0,
1967_01,Earth,True,TRAPPIST-1e,30.0,,True,P,G,318.0,0.0
1968_01,Earth,True,PSO J318.5-22,38.0,False,True,P,G,319.0,0.0
1969_01,Europa,False,55 Cancri e,27.0,False,True,S,C,75.0,
1971_01,Earth,False,PSO J318.5-22,54.0,False,False,S,F,375.0,692.0
1973_01,Europa,True,55 Cancri e,39.0,False,True,S,A,24.0,0.0
1974_01,Mars,False,TRAPPIST-1e,41.0,False,False,P,D,63.0,3721.0
1975_01,Earth,False,TRAPPIST-1e,22.0,False,False,S,G,310.0,771.0
1976_01,Europa,False,55 Cancri e,23.0,False,True,S,B,82.0,
1976_02,Europa,False,TRAPPIST-1e,34.0,False,True,S,B,82.0,
1976_03,Europa,True,55 Cancri e,26.0,True,True,S,B,82.0,0.0
1976_04,Europa,False,TRAPPIST-1e,39.0,False,False,S,B,82.0,6149.0
1976_05,Europa,True,55 Cancri e,15.0,False,True,S,B,82.0,0.0
1976_06,Europa,True,TRAPPIST-1e,64.0,False,True,S,B,82.0,0.0
1976_07,Europa,True,TRAPPIST-1e,25.0,False,True,S,B,82.0,0.0
1977_01,Mars,True,TRAPPIST-1e,35.0,False,True,P,F,393.0,0.0
1978_01,,True,TRAPPIST-1e,19.0,False,True,S,G,311.0,0.0
1979_01,Earth,False,TRAPPIST-1e,26.0,False,False,S,F,376.0,1156.0
1980_01,Earth,True,TRAPPIST-1e,3.0,False,True,S,G,312.0,0.0
1980_02,Earth,False,TRAPPIST-1e,29.0,False,False,S,G,312.0,1439.0
1980_03,Earth,True,TRAPPIST-1e,44.0,False,True,S,G,312.0,0.0
1981_01,Earth,False,TRAPPIST-1e,27.0,False,False,P,E,124.0,996.0
1983_01,Earth,False,PSO J318.5-22,17.0,False,False,P,G,320.0,754.0
1984_01,Europa,False,55 Cancri e,37.0,False,True,,,,3263.0
1985_01,Mars,True,55 Cancri e,19.0,False,True,P,F,394.0,0.0
1988_01,Earth,True,TRAPPIST-1e,44.0,False,False,P,G,321.0,0.0
1991_01,Earth,False,55 Cancri e,22.0,,False,S,F,378.0,667.0
1991_02,Earth,False,TRAPPIST-1e,22.0,False,True,S,E,146.0,663.0
1992_01,Mars,True,TRAPPIST-1e,21.0,False,True,S,F,379.0,
1993_01,Earth,False,TRAPPIST-1e,31.0,False,False,S,F,380.0,1935.0
1994_01,Earth,False,TRAPPIST-1e,17.0,False,True,P,E,125.0,791.0
1995_01,Earth,False,PSO J318.5-22,30.0,False,False,S,G,314.0,531.0
1996_01,Earth,False,TRAPPIST-1e,15.0,False,False,S,F,381.0,865.0
1997_01,Earth,,TRAPPIST-1e,42.0,False,True,S,G,315.0,1707.0
1999_01,Earth,False,TRAPPIST-1e,55.0,False,False,S,F,383.0,871.0
2000_01,Europa,False,55 Cancri e,28.0,False,True,S,C,76.0,2851.0
2001_01,Earth,False,TRAPPIST-1e,33.0,False,False,P,F,396.0,1514.0
2003_01,Earth,False,TRAPPIST-1e,19.0,,False,P,G,323.0,808.0
2006_01,Earth,False,TRAPPIST-1e,24.0,False,False,S,F,386.0,
2006_02,Earth,False,TRAPPIST-1e,4.0,False,False,S,G,317.0,0.0
2006_03,Earth,True,TRAPPIST-1e,2.0,False,False,S,G,317.0,0.0
2007_01,Europa,False,55 Cancri e,30.0,False,True,S,A,25.0,5740.0
2009_01,Europa,False,TRAPPIST-1e,31.0,False,False,P,B,59.0,0.0
2009_02,Europa,True,TRAPPIST-1e,17.0,False,True,P,B,59.0,0.0
2009_03,Europa,True,55 Cancri e,40.0,False,True,P,B,59.0,0.0
2010_01,Earth,True,PSO J318.5-22,33.0,False,True,P,G,324.0,
2011_01,Earth,True,PSO J318.5-22,46.0,False,False,S,G,318.0,
2012_01,Europa,False,55 Cancri e,30.0,True,False,P,B,60.0,11256.0
2013_01,Earth,False,TRAPPIST-1e,17.0,False,False,P,F,398.0,804.0
2015_01,Earth,False,TRAPPIST-1e,19.0,False,True,S,F,387.0,1828.0
2019_01,Europa,False,55 Cancri e,22.0,False,True,S,B,83.0,6265.0
2019_02,Europa,,55 Cancri e,20.0,False,False,S,B,83.0,7929.0
2022_01,Earth,False,PSO J318.5-22,36.0,False,False,S,F,390.0,895.0
2024_01,,False,TRAPPIST-1e,0.0,False,True,S,G,322.0,0.0
2024_02,Earth,False,55 Cancri e,17.0,False,True,S,E,150.0,1640.0
2026_01,Earth,True,TRAPPIST-1e,,False,True,S,G,323.0,0.0
2026_02,Earth,True,PSO J318.5-22,15.0,False,True,S,G,323.0,0.0
2026_03,Earth,False,TRAPPIST-1e,20.0,False,False,S,G,323.0,720.0
2027_01,Earth,False,55 Cancri e,19.0,False,True,P,F,399.0,1088.0
2028_01,Earth,False,PSO J318.5-22,24.0,False,False,S,F,391.0,671.0
2029_01,Earth,False,55 Cancri e,43.0,False,False,P,F,400.0,737.0
2032_01,Mars,True,TRAPPIST-1e,26.0,False,True,P,F,402.0,0.0
2034_01,Earth,False,TRAPPIST-1e,42.0,False,False,S,F,393.0,1283.0
2038_01,Earth,False,TRAPPIST-1e,21.0,False,False,P,F,404.0,644.0
2040_01,Europa,True,TRAPPIST-1e,50.0,False,True,S,B,85.0,0.0
2040_02,Europa,True,TRAPPIST-1e,25.0,False,True,S,B,85.0,0.0
2041_01,Earth,True,TRAPPIST-1e,64.0,False,True,P,G,327.0,
2042_01,Earth,False,TRAPPIST-1e,50.0,False,False,S,F,394.0,804.0
2043_01,Mars,True,TRAPPIST-1e,24.0,False,True,S,F,395.0,
2044_01,Earth,False,TRAPPIST-1e,27.0,,True,S,F,396.0,658.0
2045_01,Earth,True,55 Cancri e,42.0,False,True,S,G,324.0,
2046_01,Earth,True,55 Cancri e,30.0,False,False,P,G,328.0,0.0
2051_01,Earth,False,TRAPPIST-1e,20.0,False,True,P,E,126.0,718.0
2052_01,Mars,False,TRAPPIST-1e,31.0,False,True,S,E,151.0,1378.0
2053_01,Europa,False,55 Cancri e,26.0,False,False,P,C,68.0,5759.0
2054_01,Europa,False,55 Cancri e,39.0,False,False,P,C,69.0,
2055_01,Earth,False,TRAPPIST-1e,,False,False,P,G,330.0,0.0
2055_02,,False,PSO J318.5-22,32.0,False,True,P,G,330.0,700.0
2055_03,Earth,True,TRAPPIST-1e,25.0,False,True,P,G,330.0,0.0
2055_04,Earth,False,TRAPPIST-1e,6.0,False,True,P,G,330.0,0.0
2055_05,Earth,True,TRAPPIST-1e,3.0,False,True,P,G,330.0,0.0
2055_06,Earth,True,TRAPPIST-1e,11.0,False,False,P,G,330.0,0.0
2056_01,Earth,True,TRAPPIST-1e,52.0,False,False,P,G,331.0,0.0
2056_02,Earth,False,TRAPPIST-1e,14.0,False,False,P,F,407.0,877.0
